isolate,genus,extr_spec,corr_spec,mlst_ST,updated_ST,dnaA,fusA,gyrB,leuS,pyrG,rplB,rpoB,ST,format,type,num_seqs,sum_len,min_len,avg_len,max_len,Q1,Q2,Q3,sum_gap,N50,Q20...,Q30...,AvgQual,GC...,merge_ST
Enterobacter_roggenkampii_sc17266060.fa,ecloacae,roggenkampii,asburiae,466,466,120,25,127,90,49,12,20,466,FASTA,DNA,47,4733266,308,"100,707.8","756,703","1,174","28,377","156,460.5",0,280945,0,0,0,55.83,120_25_127_90_49_12_20
Enterobacter_sichuanensis_2021EL-00146.fa,ecloacae,sichuanensis,sichuanensis,-,0,366,242,152,455,354,68,158,NA,FASTA,DNA,44,4737628,521,"107,673.4","1,060,765","17,435","73,205.5","136,345",0,192810,0,0,0,55.27,366_242_152_455_354_68_158
Enterobacter_sichuanensis_GCF_902387735.1.fa,ecloacae,sichuanensis,sichuanensis,-,0,153,98,152,505,354,68,217,NA,FASTA,DNA,39,4686183,519,"120,158.5","848,146","10,963","69,500","151,191",0,245699,0,0,0,55.22,153_98_152_505_354_68_217
Enterobacter_sichuanensis_SGAir0282.fa,ecloacae,sichuanensis,sichuanensis,1330,1330,153,98,170,440,344,68,217,1330,FASTA,DNA,1,4711389,"4,711,389","4,711,389","4,711,389","4,711,389","4,711,389","4,711,389",0,4711389,0,0,0,55.55,153_98_170_440_344_68_217
Enterobacter_soli_LF7a.fa,ecloacae,soli,soli,723,723,236,151,252,281,234,98,149,723,FASTA,DNA,3,5012132,"32,574","1,670,710.7","4,812,833","99,649.5","166,725","2,489,779",0,4812833,0,0,0,53.79,236_151_252_281_234_98_149
Enterobacter_sp._18A13.fa,ecloacae,sp.,NA,-,0,318,261,340,417,332,250,218,NA,FASTA,DNA,3,4811855,"9,021","1,603,951.7","4,652,325","79,765","150,509","2,401,417",0,4652325,0,0,0,55.51,318_261_340_417_332_250_218
Enterobacter_sp._198.fa,ecloacae,sp.,ludwigii,1200,1200,340,2,288,408,51,2,14,1200,FASTA,DNA,35,4978981,664,"142,256.6","844,297","9,648","109,409","208,476.5",0,304058,0,0,0,54.47,340_2_288_408_51_2_14
Enterobacter_sp._2VL.fa,ecloacae,sp.,cancerogenus,-,0,456,155,258,290,421,103,154,NA,FASTA,DNA,22,4590525,"1,287","208,660.2","956,228","25,910","105,225","307,260",0,560177,0,0,0,55.85,456_155_258_290_421_103_154
Enterobacter_sp._5-4.fa,ecloacae,sp.,asburiae,651,651,191,87,71,233,220,12,26,651,FASTA,DNA,36,4621281,505,"128,368.9","656,698","3,564","53,463.5","194,257",0,358174,0,0,0,56.24,191_87_71_233_220_12_26
Enterobacter_sp._9-2.fa,ecloacae,sp.,unknown,-,928,280,178,299,335,274,106,156,NA,FASTA,DNA,46,4639830,226,"100,865.9","740,520","1,249","27,918.5","145,643",0,258348,0,0,0,53.2,280_178_299_335_274_106_156
Enterobacter_sp._A11.fa,ecloacae,sp.,unknown,-,0,297,149,318,380,274,106,156,NA,FASTA,DNA,20,4645333,"1,221","232,266.7","1,262,495","27,738.5","143,428","282,682",0,558336,0,0,0,53.68,297_149_318_380_274_106_156
Enterobacter_sp._A8.fa,ecloacae,sp.,cloacae,-,0,192,1,375,337,145,1,1,NA,FASTA,DNA,21,4902693,533,"233,461.6","1,701,541",783,"3,324","266,753",0,810037,0,0,0,54.85,192_1_375_337_145_1_1
Enterobacter_sp._ABFQC.fa,ecloacae,sp.,ludwigii,374,374,14,2,30,133,51,2,14,374,FASTA,DNA,20,4792948,572,"239,647.4","1,034,084","2,371","105,423.5","337,434",0,696719,0,0,0,54.56,14_2_30_133_51_2_14
Enterobacter_sp._AD2-3.fa,ecloacae,sp.,unknown,-,0,94,261,108,417,332,250,61,NA,FASTA,DNA,16,4639072,553,"289,942","1,208,214","10,923.5","167,171.5","518,534",0,574736,0,0,0,55.66,94_261_108_417_332_250_61
Enterobacter_sp._AG326.fa,ecloacae,sp.,asburiae,-,0,494,150,280,279,412,11,18,NA,FASTA,DNA,27,4694179,"1,222","173,858.5","1,482,135","2,580","29,046","173,620.5",0,893760,0,0,0,55.7,494_150_280_279_412_11_18
Enterobacter_sp._AN-K1.fa,ecloacae,sp.,NA,-,0,51,22,4,305,11,4,25,NA,FASTA,DNA,1,4656683,"4,656,683","4,656,683","4,656,683","4,656,683","4,656,683","4,656,683",0,4656683,0,0,0,55.64,51_22_4_305_11_4_25
Enterobacter_sp._AS-1.fa,ecloacae,sp.,chengduensis,-,0,144,106,165309,237,150,12,129,NA,FASTA,DNA,18,5205692,249,"289,205.1","2,915,782","1,193","6,700.5","75,424",0,2915782,0,0,0,55.64,144_106_165309_237_150_12_129
Enterobacter_sp._Acro-832.fa,ecloacae,sp.,asburiae,-,0,379,25,96,605,398,14,93,NA,FASTA,DNA,30,4857615,228,"161,920.5","1,400,486",746,"2,190.5","147,163",0,712084,0,0,0,55.87,379_25_96_605_398_14_93
Enterobacter_sp._BIDMC100.fa,ecloacae,sp.,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,13,5248356,"1,230","403,719.7","4,546,749","1,854","10,565","119,360",0,4546749,0,0,0,54.26,53_35_20_44_45_4_6
Enterobacter_sp._BIDMC109.fa,ecloacae,sp.,hormaechei,662,662,4,4,4,6,240,4,25,662,FASTA,DNA,2,4637831,"2,082","2,318,915.5","4,635,749","2,082","2,318,915.5","4,635,749",0,4635749,0,0,0,55.26,4_4_4_6_240_4_25
Enterobacter_sp._BIDMC110.fa,ecloacae,sp.,hormaechei,-,0,4,22,68,69,37,NA,24,NA,FASTA,DNA,9,5013557,"1,470","557,061.9","3,862,956","37,128","56,826","99,999",0,3862956,0,0,0,55.2,4_22_68_69_37_NA_24
Enterobacter_sp._BIDMC87.fa,ecloacae,sp.,hormaechei,190,190,9,4,15,6,37,4,9,190,FASTA,DNA,7,4935579,"2,507","705,082.7","2,603,086","35,996.5","552,214","852,889.5",0,2603086,0,0,0,55.23,9_4_15_6_37_4_9
Enterobacter_sp._BIDMC92.fa,ecloacae,sp.,sichuanensis,676,676,219,134,230,159,213,68,158,676,FASTA,DNA,3,4888079,"1,465","1,629,359.7","4,785,920","51,079.5","100,694","2,443,307",0,4785920,0,0,0,55.15,219_134_230_159_213_68_158
Enterobacter_sp._BIDMC93.fa,ecloacae,sp.,hormaechei,677,677,4,23,4,80,39,4,127,677,FASTA,DNA,1,4701014,"4,701,014","4,701,014","4,701,014","4,701,014","4,701,014","4,701,014",0,4701014,0,0,0,55.52,4_23_4_80_39_4_127
Enterobacter_sp._BIDMC94.fa,ecloacae,sp.,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,8,5194012,"2,495","649,251.5","4,757,979","4,730","38,451","173,588",0,4757979,0,0,0,54.85,49_21_19_44_45_12_32
Enterobacter_sp._BIDMC99.fa,ecloacae,sp.,hormaechei,50,50,4,4,4,6,37,4,25,50,FASTA,DNA,4,4860915,"2,591","1,215,228.8","2,001,060","462,260.5","1,428,632","1,968,197",0,1935334,0,0,0,55.31,4_4_4_6_37_4_25
Enterobacter_sp._BIDMC_26.fa,ecloacae,sp.,ludwigii,446,446,17,2,162,117,110,2,14,446,FASTA,DNA,4,5044040,"1,767","1,261,010","4,983,972","2,121.5","29,150.5","2,519,898.5",0,4983972,0,0,0,54.03,17_2_162_117_110_2_14
Enterobacter_sp._BIDMC_27.fa,ecloacae,sp.,hormaechei,50,50,4,4,4,6,37,4,25,50,FASTA,DNA,4,4838734,"1,194","1,209,683.5","4,766,330","1,775","35,605","2,417,592",0,4766330,0,0,0,55.33,4_4_4_6_37_4_25
Enterobacter_sp._BIDMC_28.fa,ecloacae,sp.,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,6,5187967,"2,519","864,661.2","4,032,645","3,068","102,962","943,811",0,4032645,0,0,0,55.2,11_4_4_13_39_4_9
Enterobacter_sp._BIDMC_29.fa,ecloacae,sp.,bugandensis,-,0,218,81,182,252,212,NA,29,NA,FASTA,DNA,2,4980020,"21,845","2,490,010","4,958,175","21,845","2,490,010","4,958,175",0,4958175,0,0,0,55.79,218_81_182_252_212_NA_29
Enterobacter_sp._BIDMC_30.fa,ecloacae,sp.,ludwigii,675,675,15,2,229,25,51,2,14,675,FASTA,DNA,1,4786729,"4,786,729","4,786,729","4,786,729","4,786,729","4,786,729","4,786,729",0,4786729,0,0,0,54.62,15_2_229_25_51_2_14
Enterobacter_sp._BIGb0359.fa,ecloacae,sp.,unknown,-,0,NA,NA,NA,NA,NA,73,NA,NA,FASTA,DNA,19,5072103,"1,051","266,952.8","1,780,649","3,302","108,151","222,405",0,1524709,0,0,0,55.99,NA_NA_NA_NA_NA_73_NA
Enterobacter_sp._BIGb0383.fa,ecloacae,sp.,unknown,-,0,NA,NA,NA,NA,NA,73,NA,NA,FASTA,DNA,16,5072621,"1,066","317,038.8","1,780,649","3,307.5","72,080","396,746",0,1524667,0,0,0,55.99,NA_NA_NA_NA_NA_73_NA
Enterobacter_sp._BWH52.fa,ecloacae,sp.,hormaechei,678,678,46,21,19,253,45,4,159,678,FASTA,DNA,8,4788855,"1,695","598,606.9","4,386,662","2,094","85,748","112,407",0,4386662,0,0,0,55.21,46_21_19_253_45_4_159
Enterobacter_sp._BWH63.fa,ecloacae,sp.,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,15,5269134,"2,083","351,275.6","2,486,690","56,334.5","112,446","389,819",0,747661,0,0,0,54.55,49_21_19_44_45_12_32
Enterobacter_sp._BWH64.fa,ecloacae,sp.,hormaechei,45,45,4,4,14,6,39,4,6,45,FASTA,DNA,3,4800284,"6,483","1,600,094.7","4,708,120","46,082","85,681","2,396,900.5",0,4708120,0,0,0,55.41,4_4_14_6_39_4_6
Enterobacter_sp._BWH_27.fa,ecloacae,sp.,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,5,5252173,"47,026","1,050,434.6","4,717,517","50,998","106,783","329,849",0,4717517,0,0,0,54.85,8_9_6_9_9_6_8
Enterobacter_sp._BWH_37.fa,ecloacae,sp.,NA,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,8,5283674,"2,081","660,459.3","4,279,206","30,152.5","170,049","300,992",0,4279206,0,0,0,54.59,49_21_19_44_45_12_32
Enterobacter_sp._BWH_37_GCF_018075245.1.fa,ecloacae,sp.,hormaechei,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,4,5255410,"2,495","1,313,852.5","4,794,271","59,562","229,322","2,568,143",0,4794271,0,0,0,54.64,49_21_19_44_45_12_32
Enterobacter_sp._BWH_39.fa,ecloacae,sp.,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,8,4996323,"1,043","624,540.4","4,558,639","1,820.5","88,722.5","127,777.5",0,4558639,0,0,0,54.85,8_9_6_9_9_6_8
Enterobacter_sp._CC120223-11.fa,ecloacae,sp.,unknown,-,0,NA,NA,NA,NA,NA,20,NA,NA,FASTA,DNA,39,4685699,"1,421","120,146.1","470,166","19,413","86,042","170,320.5",0,242550,0,0,0,55.64,NA_NA_NA_NA_NA_20_NA
Enterobacter_sp._CRENT-193.fa,ecloacae,sp.,NA,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,3,5196641,"44,962","1,732,213.7","4,852,690","171,975.5","298,989","2,575,839.5",0,4852690,0,0,0,54.73,53_35_20_44_45_4_6
Enterobacter_sp._Colony164.fa,ecloacae,sp.,hormaechei,-,0,4,NA,4,6,39,NA,39,NA,FASTA,DNA,1,4546640,"4,546,640","4,546,640","4,546,640","4,546,640","4,546,640","4,546,640",0,4546640,0,0,0,49.39,4_NA_4_6_39_NA_39
Enterobacter_sp._Colony188.fa,ecloacae,sp.,hormaechei,-,0,51,NA,15,6,42,NA,6,NA,FASTA,DNA,1,4546640,"4,546,640","4,546,640","4,546,640","4,546,640","4,546,640","4,546,640",0,4546640,0,0,0,49.88,51_NA_15_6_42_NA_6
Enterobacter_sp._Colony194.fa,ecloacae,sp.,unknown,-,0,110,188,307,NA,NA,128,183,NA,FASTA,DNA,1,4919347,"4,919,347","4,919,347","4,919,347","4,919,347","4,919,347","4,919,347",0,4919347,0,0,0,44.99,110_188_307_NA_NA_128_183
Enterobacter_sp._Colony289.fa,ecloacae,sp.,hormaechei,-,0,391,NA,15,120,92,NA,6,NA,FASTA,DNA,1,4546640,"4,546,640","4,546,640","4,546,640","4,546,640","4,546,640","4,546,640",0,4546640,0,0,0,49.25,391_NA_15_120_92_NA_6
Enterobacter_sp._Colony302.fa,ecloacae,sp.,NA,-,0,19,2,174,20,51,2,14,NA,FASTA,DNA,1,4983972,"4,983,972","4,983,972","4,983,972","4,983,972","4,983,972","4,983,972",0,4983972,0,0,0,49.78,19_2_174_20_51_2_14
Enterobacter_sp._Colony324.fa,ecloacae,sp.,bugandensis,-,0,33,18,193,514,34,NA,29,NA,FASTA,DNA,1,4958175,"4,958,175","4,958,175","4,958,175","4,958,175","4,958,175","4,958,175",0,4958175,0,0,0,49.39,33_18_193_514_34_NA_29
Enterobacter_sp._Colony331.fa,ecloacae,sp.,hormaechei,-,0,49,NA,20,44,45,NA,6,NA,FASTA,DNA,1,4546642,"4,546,642","4,546,642","4,546,642","4,546,642","4,546,642","4,546,642",0,4546642,0,0,0,49.78,49_NA_20_44_45_NA_6
Enterobacter_sp._Colony375.fa,ecloacae,sp.,hormaechei,-,0,46,NA,74,44,45,NA,6,NA,FASTA,DNA,1,4546645,"4,546,645","4,546,645","4,546,645","4,546,645","4,546,645","4,546,645",0,4546645,0,0,0,49.8,46_NA_74_44_45_NA_6
Enterobacter_sp._Crenshaw.fa,ecloacae,sp.,NA,657,657,243,14,259,148,132,11,15,657,FASTA,DNA,1,4630785,"4,630,785","4,630,785","4,630,785","4,630,785","4,630,785","4,630,785",0,4630785,0,0,0,56.04,243_14_259_148_132_11_15
Enterobacter_sp._Cy-1797.fa,ecloacae,sp.,hormaechei,407,407,53,35,19,44,45,4,32,407,FASTA,DNA,43,4489639,219,"104,410.2","2,412,389",338,944,"14,181",0,2412389,0,0,0,55.66,53_35_19_44_45_4_32
Enterobacter_sp._DC1.fa,ecloacae,sp.,asburiae,684,684,221,137,233,257,217,11,52,684,FASTA,DNA,18,4590638,412,"255,035.4","1,228,433","29,340","142,074","253,966",0,641161,0,0,0,56.02,221_137_233_257_217_11_52
Enterobacter_sp._DC3.fa,ecloacae,sp.,asburiae,745,745,222,27,234,258,218,104,27,745,FASTA,DNA,34,5076304,348,"149,303.1","707,420","1,734","58,542.5","228,519",0,436370,0,0,0,55.66,222_27_234_258_218_104_27
Enterobacter_sp._DC4.fa,ecloacae,sp.,asburiae,745,745,222,27,234,258,218,104,27,745,FASTA,DNA,30,5211711,337,"173,723.7","1,196,567","3,906","56,224.5","177,967",0,553993,0,0,0,55.58,222_27_234_258_218_104_27
Enterobacter_sp._DNB-S2.fa,ecloacae,sp.,NA,-,0,490,14,293,155,207,11,15,NA,FASTA,DNA,1,4728166,"4,728,166","4,728,166","4,728,166","4,728,166","4,728,166","4,728,166",0,4728166,0,0,0,55.85,490_14_293_155_207_11_15
Enterobacter_sp._DNRA5.fa,ecloacae,sp.,asburiae,-,531,22,15,102,15,118,11,71,NA,FASTA,DNA,24,4537515,201,"189,063.1","2,526,418",228,"1,553","166,062.5",0,2526418,0,0,0,55.78,22_15_102_15_118_11_71
Enterobacter_sp._DR25.fa,ecloacae,sp.,NA,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,7,5250246,"3,958","750,035.1","4,714,601","9,062.5","113,857","199,852.5",0,4714601,0,0,0,54.63,8_9_6_9_9_6_8
Enterobacter_sp._DSM_30060.fa,ecloacae,sp.,NA,138,138,59,45,59,74,62,23,6,138,FASTA,DNA,1,4810361,"4,810,361","4,810,361","4,810,361","4,810,361","4,810,361","4,810,361",0,4810361,0,0,0,55.14,59_45_59_74_62_23_6
Enterobacter_sp._E1.fa,ecloacae,sp.,unknown,-,0,297,149,318,380,274,106,156,NA,FASTA,DNA,20,4645533,"1,221","232,276.7","1,262,495","27,738.5","143,428","282,682",0,558336,0,0,0,53.68,297_149_318_380_274_106_156
Enterobacter_sp._E20.fa,ecloacae,sp.,NA,709,709,229,16,243,273,22,9,15,709,FASTA,DNA,1,4763114,"4,763,114","4,763,114","4,763,114","4,763,114","4,763,114","4,763,114",0,4763114,0,0,0,55.75,229_16_243_273_22_9_15
Enterobacter_sp._E76.fa,ecloacae,sp.,unknown,-,0,NA,NA,NA,NA,NA,63,NA,NA,FASTA,DNA,6,5247979,"2,495","874,663.2","4,919,347","3,811","86,727.5","148,871",0,4919347,0,0,0,55.1,NA_NA_NA_NA_NA_63_NA
Enterobacter_sp._EGD-HP1.fa,ecloacae,sp.,asburiae,713,713,231,145,246,275,229,94,147,713,FASTA,DNA,36,4906112,276,"136,280.9","797,597","14,477","92,336.5","156,792.5",0,292564,0,0,0,55.66,231_145_246_275_229_94_147
Enterobacter_sp._FB.fa,ecloacae,sp.,roggenkampii,715,715,232,146,49,276,189,12,26,715,FASTA,DNA,18,4981029,"1,676","276,723.8","2,699,669","3,340","101,419.5","288,252",0,2699669,0,0,0,55.98,232_146_49_276_189_12_26
Enterobacter_sp._HK169.fa,ecloacae,sp.,NA,650,650,215,14,26,248,208,10,15,650,FASTA,DNA,1,4551186,"4,551,186","4,551,186","4,551,186","4,551,186","4,551,186","4,551,186",0,4551186,0,0,0,56.15,215_14_26_248_208_10_15
Enterobacter_sp._I4.fa,ecloacae,sp.,unknown,-,0,482,317,523,601,NA,220,329,NA,FASTA,DNA,3,4718120,"685,410","1,572,706.7","2,598,250","1,059,935","1,434,460","2,016,355",0,2598250,0,0,0,56.54,482_317_523_601_NA_220_329
Enterobacter_sp._JBIWA003.fa,ecloacae,sp.,NA,929,929,279,25,96,334,273,14,93,929,FASTA,DNA,6,5471029,"5,940","911,838.2","5,039,062","12,591","95,942","221,552",0,5039062,0,0,0,55.28,279_25_96_334_273_14_93
Enterobacter_sp._JBIWA005.fa,ecloacae,sp.,NA,930,930,278,177,298,333,272,122,177,930,FASTA,DNA,9,5019735,"4,323","557,748.3","4,696,383","6,141","6,794","92,286",0,4696383,0,0,0,55.45,278_177_298_333_272_122_177
Enterobacter_sp._JBIWA008.fa,ecloacae,sp.,NA,1587,1587,421,279,447,520,405,195,282,1587,FASTA,DNA,5,5080097,"4,648","1,016,019.4","4,819,532","73,531","88,155","94,231",0,4819532,0,0,0,55.02,421_279_447_520_405_195_282
Enterobacter_sp._JGM127.fa,ecloacae,sp.,unknown,-,2005,220,136,232,255,215,103,136,NA,FASTA,DNA,20,4568061,665,"228,403.1","712,696","51,677.5","167,738.5","337,018.5",0,392584,0,0,0,54.8,220_136_232_255_215_103_136
Enterobacter_sp._JMULE2.fa,ecloacae,sp.,mori,-,0,471,43,265,249,122,61,12,NA,FASTA,DNA,21,5763130,"5,020","274,434.8","1,649,874","15,552","68,201","486,958",0,508461,0,0,0,54.77,471_43_265_249_122_61_12
Enterobacter_sp._KPR-6.fa,ecloacae,sp.,unknown,-,0,NA,NA,NA,NA,NA,55,NA,NA,FASTA,DNA,18,4483221,"1,025","249,067.8","961,537","76,285","149,584.5","262,946",0,575830,0,0,0,55.04,NA_NA_NA_NA_NA_55_NA
Enterobacter_sp._LAM2022.fa,ecloacae,sp.,kobei,280,280,3,3,58,37,3,16,17,280,FASTA,DNA,18,4675703,662,"259,761.3","1,071,057","1,639","98,738","513,153",0,686252,0,0,0,55.12,3_3_58_37_3_16_17
Enterobacter_sp._LU1.fa,ecloacae,sp.,NA,46,46,4,4,4,13,39,4,6,46,FASTA,DNA,1,4636526,"4,636,526","4,636,526","4,636,526","4,636,526","4,636,526","4,636,526",0,4636526,0,0,0,55.62,4_4_4_13_39_4_6
Enterobacter_sp._M4-VN.fa,ecloacae,sp.,kobei,280,280,3,3,58,37,3,16,17,280,FASTA,DNA,18,4754309,"1,812","264,128.3","949,261","29,464","118,530.5","377,438",0,636975,0,0,0,55.05,3_3_58_37_3_16_17
Enterobacter_sp._MGH119.fa,ecloacae,sp.,hormaechei,724,724,46,21,19,44,235,4,32,724,FASTA,DNA,11,4631861,"1,308","421,078.3","2,379,814","92,071.5","123,635","407,458.5",0,2379814,0,0,0,55.37,46_21_19_44_235_4_32
Enterobacter_sp._MGH120.fa,ecloacae,sp.,hormaechei,79,79,9,22,14,6,39,4,9,79,FASTA,DNA,1,4607622,"4,607,622","4,607,622","4,607,622","4,607,622","4,607,622","4,607,622",0,4607622,0,0,0,55.51,9_22_14_6_39_4_9
Enterobacter_sp._MGH127.fa,ecloacae,sp.,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,8,4977886,"2,505","622,235.8","4,691,853","4,059","29,960.5","107,744.5",0,4691853,0,0,0,54.65,8_9_6_9_9_6_8
Enterobacter_sp._MGH128.fa,ecloacae,sp.,hormaechei,544,544,10,21,9,44,45,4,33,544,FASTA,DNA,6,4884062,"1,774","814,010.3","4,220,633","2,501","71,591","515,972",0,4220633,0,0,0,54.87,10_21_9_44_45_4_33
Enterobacter_sp._MGH85.fa,ecloacae,sp.,hormaechei,145,145,59,40,82,9,67,6,6,145,FASTA,DNA,4,4917507,"5,373","1,229,376.8","4,720,963","29,085.5","95,585.5","2,429,668",0,4720963,0,0,0,54.9,59_40_82_9_67_6_6
Enterobacter_sp._MGH86.fa,ecloacae,sp.,hormaechei,133,133,11,4,4,13,39,4,9,133,FASTA,DNA,31,5151937,"1,023","166,191.5","4,979,242","1,601","7,307","7,740.5",0,4979242,0,0,0,53.87,11_4_4_13_39_4_9
Enterobacter_sp._MGH_1.fa,ecloacae,sp.,hormaechei,93,93,9,4,14,61,37,4,9,93,FASTA,DNA,9,4953278,"1,644","550,364.2","2,561,027","82,461","258,458","565,349",0,2561027,0,0,0,55.38,9_4_14_61_37_4_9
Enterobacter_sp._MGH_10.fa,ecloacae,sp.,hormaechei,93,93,9,4,14,61,37,4,9,93,FASTA,DNA,17,5260441,"1,215","309,437.7","1,633,581","2,096","95,493","482,913",0,875438,0,0,0,55.02,9_4_14_61_37_4_9
Enterobacter_sp._MGH_11.fa,ecloacae,sp.,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,8,4993115,"1,192","624,139.4","4,692,715","2,106","10,621","136,877",0,4692715,0,0,0,54.89,8_9_6_9_9_6_8
Enterobacter_sp._MGH_12.fa,ecloacae,sp.,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,11,4984045,"1,021","453,095","4,689,021","1,113","5,444","75,237",0,4689021,0,0,0,54.88,8_9_6_9_9_6_8
Enterobacter_sp._MGH_14.fa,ecloacae,sp.,NA,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,8,5506631,"7,044","688,328.9","4,009,174","63,666","162,398.5","519,142",0,4009174,0,0,0,54.8,53_35_20_44_45_4_6
Enterobacter_sp._MGH_14_GCF_018074945.1.fa,ecloacae,sp.,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,9,5481241,"2,264","609,026.8","4,838,055","2,811","4,209","199,350",0,4838055,0,0,0,54.75,53_35_20_44_45_4_6
Enterobacter_sp._MGH_15.fa,ecloacae,sp.,hormaechei,93,93,9,4,14,61,37,4,9,93,FASTA,DNA,4,5284512,"1,644","1,321,128","4,807,228","80,578.5","237,820","2,561,677.5",0,4807228,0,0,0,54.93,9_4_14_61_37_4_9
Enterobacter_sp._MGH_16.fa,ecloacae,sp.,roggenkampii,725,725,36,25,35,283,160,99,20,725,FASTA,DNA,2,4926572,"146,097","2,463,286","4,780,475","146,097","2,463,286","4,780,475",0,4780475,0,0,0,55.75,36_25_35_283_160_99_20
Enterobacter_sp._MGH_2.fa,ecloacae,sp.,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,9,5271932,"1,157","585,770.2","4,755,402","2,083","41,999","112,977",0,4755402,0,0,0,54.86,8_9_6_9_9_6_8
Enterobacter_sp._MGH_22.fa,ecloacae,sp.,kobei,726,726,3,3,3,82,3,16,17,726,FASTA,DNA,1,4684377,"4,684,377","4,684,377","4,684,377","4,684,377","4,684,377","4,684,377",0,4684377,0,0,0,55.02,3_3_3_82_3_16_17
Enterobacter_sp._MGH_23.fa,ecloacae,sp.,kobei,32,32,3,24,3,35,3,16,17,32,FASTA,DNA,4,5108160,"78,029","1,277,040","3,740,354","100,134.5","644,888.5","2,453,945.5",0,3740354,0,0,0,54.66,3_24_3_35_3_16_17
Enterobacter_sp._MGH_24.fa,ecloacae,sp.,asburiae,727,727,238,145,253,284,229,94,147,727,FASTA,DNA,1,4736514,"4,736,514","4,736,514","4,736,514","4,736,514","4,736,514","4,736,514",0,4736514,0,0,0,55.85,238_145_253_284_229_94_147
Enterobacter_sp._MGH_25.fa,ecloacae,sp.,kobei,125,125,63,3,66,68,3,16,3,125,FASTA,DNA,21,5093062,"1,141","242,526.8","4,898,920","1,899","4,831","13,200",0,4898920,0,0,0,54.42,63_3_66_68_3_16_3
Enterobacter_sp._MGH_26.fa,ecloacae,sp.,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,3,4745120,"4,457","1,581,706.7","4,625,713","59,703.5","114,950","2,370,331.5",0,4625713,0,0,0,55.04,8_9_6_9_9_6_8
Enterobacter_sp._MGH_3.fa,ecloacae,sp.,NA,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,21,5163108,"1,648","245,862.3","2,269,320","4,865","32,629","155,623",0,1101888,0,0,0,54.97,53_35_20_44_45_4_6
Enterobacter_sp._MGH_33.fa,ecloacae,sp.,hormaechei,175,175,51,4,4,6,68,30,36,175,FASTA,DNA,5,5133520,"4,191","1,026,704","4,904,450","5,016","105,224","114,639",0,4904450,0,0,0,55.26,51_4_4_6_68_30_36
Enterobacter_sp._MGH_37.fa,ecloacae,sp.,kobei,125,125,63,3,66,68,3,16,3,125,FASTA,DNA,7,5088332,"1,825","726,904.6","2,700,719","21,632","36,371","1,153,076.5",0,2700719,0,0,0,54.7,63_3_66_68_3_16_3
Enterobacter_sp._MGH_38.fa,ecloacae,sp.,hormaechei,728,728,106,20,74,44,45,4,116,728,FASTA,DNA,3,4556185,"1,694","1,518,728.3","2,477,741","1,039,222","2,076,750","2,277,245.5",0,2477741,0,0,0,55.51,106_20_74_44_45_4_116
Enterobacter_sp._MGH_3_GCF_018075145.1.fa,ecloacae,sp.,hormaechei,114,114,53,35,20,44,45,4,6,114,FASTA,DNA,8,5226758,"2,264","653,344.8","4,965,627","2,653","3,716","123,064.5",0,4965627,0,0,0,55.06,53_35_20_44_45_4_6
Enterobacter_sp._MGH_4.fa,ecloacae,sp.,hormaechei,729,729,59,9,12,9,58,6,6,729,FASTA,DNA,12,4755601,"2,163","396,300.1","2,443,686","60,908","222,994.5","404,096.5",0,2443686,0,0,0,54.82,59_9_12_9_58_6_6
Enterobacter_sp._MGH_5.fa,ecloacae,sp.,hormaechei,78,78,8,9,6,9,9,6,8,78,FASTA,DNA,6,5009464,"2,493","834,910.7","4,714,970","5,444","87,718","111,121",0,4714970,0,0,0,54.9,8_9_6_9_9_6_8
Enterobacter_sp._MGH_6.fa,ecloacae,sp.,hormaechei,93,93,9,4,14,61,37,4,9,93,FASTA,DNA,6,4999257,"1,644","833,209.5","3,376,794","82,556","381,775","774,713",0,3376794,0,0,0,55.22,9_4_14_61_37_4_9
Enterobacter_sp._MGH_7.fa,ecloacae,sp.,NA,171,171,49,21,19,44,45,12,32,171,FASTA,DNA,7,5276280,"1,399","753,754.3","4,783,999","3,779.5","29,261","227,031",0,4783999,0,0,0,54.72,49_21_19_44_45_12_32
